,reviewerID,asin,reviewerName,unixReviewTime,reviewText,stars_rating,reviewTime,summary,title,price,imUrl,brand,description,key,topics,url,sentiment,subjectivity,review_length
10,A3MCKPRSKDPAJB,B00BGO0Q9O,Aldrin Tando,1404777600,"I bought this product when it first available and paid premium for it at $141 in July'13.  The product was great and easy to use until problems arise. First, the rubber band just broke into...contacted [...] and they gave me a replacement band. Good customer service.By December'13 the product starting to have problem syncing. By Feb'14 it just doesn't want to sync anymore. Therefore, the fitbit becomes useless because I can't retrieve any data from the unit. I have contacted Fitbit for a replacement and they are yet to response... :(",2,08.07.2014,Great for the first few months until it stops syncing,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,95,return customer_service replace,www.amazon.com/gp/profile/A3MCKPRSKDPAJB,0.175925926,0.505555556,91
11,A2WRKO3EHVSLZH,B00BGO0Q9O,Alex Hagen,1405641600,"the band broke within a month with not real heavy use. The sleep is not tracked, we are not very technical and apparently need to tap it differently, but so far no luck with that.",3,18.07.2014,the band broke within a month with not real heavy ...,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,109,love recommend great,www.amazon.com/gp/profile/A2WRKO3EHVSLZH,0.043333333,0.472051282,35
12,A2CPARVUZ3M50T,B00BGO0Q9O,alfred,1405814400,"Helps give me the nudge to get my arse off the couch and get a little more exercise each day. I find small tweaks to behavior are the most reliable ways to keep weight off, this is helping encourage those changes.",5,20.07.2014,Helps give me the nudge to get my arse off ...,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,120,goal lose calorie food exercise,www.amazon.com/gp/profile/A2CPARVUZ3M50T,0.140625,0.475,41
13,A2LAL3BUML83U5,B00BGO0Q9O,Alicia D Carpenter,1403913600,"I had this for several weeks before it disappeared while I was wearing it.  Up until that time, it worked well and seemed accurate.  I wasn't using the calorie tracker because I liked the myfitlife app on my phone better.  If they made a more secure latch, I would get another one.",3,28.06.2014,Already fell off my wrist and lost it.,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,132,wear work shower water,www.amazon.com/gp/profile/A2LAL3BUML83U5,0.4,0.505555556,52
14,A1YUXGQOG84W8L,B00BGO0Q9O,alifthmsrysx9x1,1403740800,"Its exactly what I needed, I have had it for almost a month now I love it it does what its meant to do, but the app not so much, I have to reinstall it every other day, but as far as the product , its worth it!",5,26.06.2014,love it!,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,135,love recommend great,www.amazon.com/gp/profile/A1YUXGQOG84W8L,0.216666667,0.420833333,48
15,AQOOYZQHNKJFQ,B00BGO0Q9O,Allison Scheidegger,1403568000,"The fitbit is great - lightweight,slick, and east to set up! Just remember to keep charged and be careful the band scratches easily!",4,24.06.2014,Let the stepping begin,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,155,features other,www.amazon.com/gp/profile/AQOOYZQHNKJFQ,0.480555556,0.861111111,23
16,A2OW6KBZVE7AXS,B00BGO0Q9O,Alyson Gasper,1405382400,"I love the fitbit itself but both bands broke on this fitbit in less than a week!!! They broke in the same exact way, they separated at the top and I had to order replacement bands. One band broke in one day, they other broke in 4. I think that this is ridiculous. I have small wrists and I followed the instructions on leaving it loose. After the first band broke, I was cautious about putting the fitbit back inside of the band after charging. The same thing happened after it was on my wrist. I am horrified with this product. I am not sure of it was stored in a way that ruined the rubber on these bands. I am hoping that my replacement bands are better. So disappointed.",1,15.07.2014,Absolutely annoyed.,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,161,band fall_off wrist,www.amazon.com/gp/profile/A2OW6KBZVE7AXS,-0.00738515,0.412207977,130
17,A3C5JURBNF5F5Z,B00BGO0Q9O,alyssa meyer,1405382400,It was missing the connecting cord to charge it and use it when i received i in the mail!!! I'm so disappointed! i have waited for months to purchase one and i finally bought it and now i can't even use it!,1,15.07.2014,I'm so disappointed! i have waited for months to purchase one ...,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,163,return customer_service replace,www.amazon.com/gp/profile/A3C5JURBNF5F5Z,-0.442708333,0.6,42
18,A1CIWU7YVDYMUW,B00BGO0Q9O,Amanda Cross,1404345600,"The fitbit flex is great for tracking normal, everyday activity as long as you are moving forward...Positives: I love the bracelet look and feel because I don't think I could use a clip very effectively. The band is comfortable and fits well around my wrist. I haven't had an issue putting it on myself or having it fall off during use. You just need to make sure it's securely snapped. The charging has been simple and quick and the battery lasts about 4 days, the amount advertised. The app is pretty awesome. I am someone who likes to see immediate results and this definitely gives me that option.The tracking while outside walking or running does seem to be accurate and it makes it fun to try and beat your daily goal. I find myself making more of an effort to get up and move around more, which is exactly what I wanted from the fitbit flex.Negatives: The tracking on a treadmill or while on a stationary machine is non-existent. I typically run on a treadmill and not outside and the fitbit flex does not track any type of stationary movement, despite arm movement or steps taken. The 3D spatial tracking device needs forward movement to properly track your movement so a 3 mile run was tracked as a 1.2 mile run with about 2,000 steps. The way around this is to manually go back into the dashboard and add an activity and input the information about the activity tracked on the machine and the fitbit will make the changes. While this workout is sufficient to solve the problem, it does not seem to jive with the passive tracking nature of the device. I have also found that the app and the dashboard track calories differently. The dashboard will display the correct number of calories burned and the app seems to show more calories or &#34;projected calories&#34;. The difference isn't huge but when you are tracking your food as well, it makes it difficult to gauge the number of calories you have left to consume if you're just using the app. Also, if you just stand still and swing your arm in a walking motion, the fitbit will track steps, so it does seem very sensitive to that motion.Overall: This is a good device for someone who wants the motivation to get more active throughout the day and just wants an idea of how many calories they burn during a typical 24-hour period. If you're going to use it for running outside or walking, it is a great device to track your movements and get you up and moving. If you want to use it for stationary machines at the gym, I would recommend the fitbit one which clips on to your clothes. It tracks stationary movement more accurately and still gives you the motivation to get up and moving.",3,03.07.2014,Great for forward motion but don't stand still!,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,172,activity-tracking running calories,www.amazon.com/gp/profile/A1CIWU7YVDYMUW,0.254206349,0.506254724,479
19,A1RD6DRN3ITWDI,B00BGO0Q9O,Amanda DeLizzio,1404864000,Fun product!  Wish it was a little more bendable and that you could choose your color without having to buy extras,4,09.07.2014,Fun product! Wish it was a little more bendable ...,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,175,love like best help_me,www.amazon.com/gp/profile/A1RD6DRN3ITWDI,0.229166667,0.4,21
20,A2U05NTV960OB,B00BGO0Q9O,Amanda,1405382400,"I ran three miles this morning and was one blinking light away from my goal before breakfast. Now, four hours later, only one blinking light. So I logged into my app and it says I have only taken 310 steps today. I was in the middle of running drills yesterday and it went into sleep mode. Yet, its obvious that I am clearly not sleeping. Its never accurate and the battery is constantly dead.My husband and I bought these three months ago for health insurance discounts- jokes on us! Fit bit got their money and our health insurance company has no reason to give us any discounts.",1,15.07.2014,Don't bother....,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,176,activity-tracking running calories,www.amazon.com/gp/profile/A2U05NTV960OB,0.086363636,0.513636364,107
21,A3MQ246H4Q6XFM,B00BGO0Q9O,Amanda Kay,1405728000,I bought mine in may and I absolutely loved it. However it's stopped working recently. The lights come on when I charge it but when I place it in the band I get nothing. I don't wear it to bed or in the shower so I'm not sure what's wrong. If someone could contact me that would be great!,3,19.07.2014,Broken after 2 months,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,179,return customer_service replace,www.amazon.com/gp/profile/A3MQ246H4Q6XFM,0.19,0.717777778,59
22,A1WZ6GR1EHDGVK,B00BGO0Q9O,Amanda Kilpatrick,1405641600,Great product...does everything I thought it would and more...,5,18.07.2014,Five Stars,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,180,activity-tracking running calories,www.amazon.com/gp/profile/A1WZ6GR1EHDGVK,0.65,0.625,9
23,A2TCUD82MZB68G,B00BGO0Q9O,"Amazon Customer ""debydoo2""",1405036800,love this and you had the best price,5,11.07.2014,Five Stars,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,202,love like best help_me,www.amazon.com/gp/profile/A2TCUD82MZB68G,0.75,0.45,8
24,A2S3GFB1129RTJ,B00BGO0Q9O,"Amazon Customer ""eris138""",1405641600,"I love the Fitbit Flex as an activity tracker but I can't give it the full 5 stars.  It seems to track my steps fairly accurately and it's an easy thing to wear.  The iPhone app is great.  However, the wristbands SUCK.  They fall apart and I've replaced TWO bands in the past 6 months.  Until recently, there weren't as many options for replacing the wristband and you had to buy a replacement band from Fitbit which cost WAY more than they are worth.  I also have not been able to get the sleep tracker to work for more than one night.",3,18.07.2014,I love the Fitbit Flex as an activity tracker but I ...,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,206,wear work shower water,www.amazon.com/gp/profile/A2S3GFB1129RTJ,0.377777778,0.507638889,102
25,A1US89M3PYURS4,B00BGO0Q9O,Amazon Customer,1403740800,"Best purchase ever! I am motivated to reach my goals moreso now than ever before. Seriously, a friend suggested, I got; then my hubby joined the fun! Awesome to compete! I like to match, so I also got bands in different colors. I do wish they had just a red, green, pink, purple pack, since I have all the rest, and all the combo sets would give me repeats, but buying them separately is more expensive. Mini conundrum, but GREAT PRODUCT!!",5,26.06.2014,Love,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,213,goal lose calorie food exercise,www.amazon.com/gp/profile/A1US89M3PYURS4,0.249242424,0.483333333,81
26,A1F18910X556AE,B00BGO0Q9O,Amazon Customer,1405209600,"Don't get me wrong, this product is amazing. It has been a very integral part of my life. I love it. I am competing with my family each week to see who can be number one. The only downside to this product is ordering it from Amazon. I was the only one who ordered mine from Amazon out of the 10 people in my family who have one, and mine failed after one month of use. It happened after doing the dishes, my tracker was non responsive and there was condensation inside of the top of the tracker where it says fitbit. Afterwards I finally got it to charge, but it would only last for 20 minutes but would not track any movement. I contacted Fitbit and conversed with them about the problem. After they concluded that it was not user error I sent them a screen shot of my order form from Amazon and they sent me a new one. Very helpful customer service. But it was still annoying since one of Fitbits main attractions is that it can get wet. I will see if this one holds up better.This is by far the best, and most comfortable tracker that I have had. I had the Nike tracker for a while but it was uncomfortable and not as stylish as the Fitbit, which fits perfectly around my wrist. Very accurate step counter as well as sleep tracker. I would recommend this product to anyone who wants to get a step counter. Not to mention it is very fun to do with either a group or your family.",3,13.07.2014,"Awesome product, but would not order from Amazon","Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,215,return customer_service replace,www.amazon.com/gp/profile/A1F18910X556AE,0.173578089,0.643764569,268
27,AL37TMO7GJMA9,B00BGO0Q9O,Amazon Customer,1405209600,Enjoy knowing when I am busy,5,13.07.2014,Five Stars,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,216,goal lose calorie food exercise,www.amazon.com/gp/profile/AL37TMO7GJMA9,0.25,0.4,6
28,A2VCO8GTX7WAF7,B00BGO0Q9O,Amazon Customer,1403481600,"I love this product. The app works great and the website is easy to use. I have not had the problems with the wrist band coming undone that others have had. I have been using the product for over a month now and have lost weight. I think by far the best feature is being able to set a weight loss goal and have the app show me as my day progresses how many calories I have left for that day in order to achieve that goal. For example, if I have a super active day then I will have more calories to eat, but if I have a lazy day it adjusts my calories lower as the day goes on. This is so effective because it does not make sense to eat the same calories every day if one day you are a couch potato and the next you do not sit down for 12 hours. My husband has one as well and he loves it too. This is a must have weight loss tool in my opinion and if I lost it I would replace it in a heart beat.",5,23.06.2014,Keeping me on track,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,237,goal lose calorie food exercise,www.amazon.com/gp/profile/A2VCO8GTX7WAF7,0.295486111,0.536805556,192
29,A156DGOCJH541H,B00BGO0Q9O,Amazon Customer,1405209600,I received this item about four months ago. I loved it. It kept me on track and encouraged me to work out more. However after just about 4 months the tracker just died. It won't charge and the lights no longer work nor does it keep track. To say I am disappointed is an understatement. With a short warranty I can't even get my hard earned money back. Hope others have a better experience!,2,13.07.2014,great....for a little while,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,242,return customer_service replace,www.amazon.com/gp/profile/A156DGOCJH541H,0.111904762,0.48452381,74
30,A28QFDH77R2S18,B00BGO0Q9O,Amazon Customer,1405900800,"It's okay if you like wearing a watch.  Luckily, it fits in the holder for the Nike Sensor to clip to a shoe or belt loop.  Tracks steps, distance and activity.  It's good for a start.  I think if you like a watch, it needs a clock on it.  I can check my progress by tapping it or looking on my phone (it syncs to it).",3,21.07.2014,It's just okay.,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,247,wear work shower water,www.amazon.com/gp/profile/A28QFDH77R2S18,0.511111111,0.644444444,66
31,AUPCT5HZSRQIS,B00BGO0Q9O,Amazon Customer,1403654400,"I was motivated to get one of these after a couple of my friends had them. I wasn't sure but I went ahead and decided to try. The first one I got had issues with syncing correctly and I had to manually reset about 4 times per day. I knew this wasn't normal because my friends didn't have this issue. So I exchanged it for free from Amazon with no problems.I'm finding it just motivates me to get off my butt and walk more.  I get excited to see how many steps I can walk and badges I can earn. I also like competing with my friends to see who is getting the most steps in.  Today I finally got first place for the first time! Woo Hoo!  But I like the motivation. I made myself get up and walk around the block a couple times before work today, and I make myself get up and walk around the office and even outside multiple times per day. In the beginning I was finding that 10,000 steps was kind of hard and there were days I wasn't getting 10,000 in.  But just 3 weeks later I have it set to 15,000 steps a day because 10,000 became easy! So now I'm trying to get 15,000/day in!!!I'm not losing a ton of weight but that's because I'm not necessarily eating perfectly. I need to work on that. I have days that I do well but then the weekend comes and I don't do well... but even without the perfect eating I'm still down about 2.5 pounds in the 3 weeks because of just the moving moving moving all the time.I did not take it with me one day when I went to the water park.  I have seen mixed reviews on swimming, some people say they've taken it swimming many times with no issues and some say they've gone swimming and it died.  So I just don't want to risk it.So yes, so far so good!",5,25.06.2014,So far I'm really enjoying mine!,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,252,wear work shower water,www.amazon.com/gp/profile/AUPCT5HZSRQIS,0.319402778,0.582111111,334
32,A35HMK06PUFNFJ,B00BGO0Q9O,Amazon Customer,1403568000,This is very comfortable to wear and the validation that comes from the lights flashing when you meet your goal and the encouraging emails that congratulate and motivate you really make a difference.  It is a simple way to make sure &#34;desk jockeys&#34; get up and move around a little!  I also thought I had lost my FitBit and the customer service was excellent as they helped me figure out how to find it and what to do if I couldn't find it.  I would recommend this product!,5,24.06.2014,Helps me stay accountable,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,274,goal lose calorie food exercise,www.amazon.com/gp/profile/A35HMK06PUFNFJ,0.3309375,0.657671958,88
33,AC9EITQPWZFUC,B00BGO0Q9O,Amazon Customer,1403913600,"I love the fitbit flex.  It's comfortable to wear on my wrist, I love that I can wear it in the shower, it keeps track of calories, water intake sleep patterns, everything.  It's easy to use and I like that I can sync it to my phone and keep track of everything on the go.  It encourages me to keep going.  The battery usually last a week for me so that is convenient.  Love everything about this thing.  Definately would recommend it.",5,28.06.2014,Great product,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,287,wear work shower water,www.amazon.com/gp/profile/AC9EITQPWZFUC,0.388888889,0.583333333,82
34,A3VNTSIZTS11MR,B00BGO0Q9O,Amazon Customer,1405382400,This keeps me motivated to exercise more.  I love it!,5,15.07.2014,I love it!,"Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,294,goal lose calorie food exercise,www.amazon.com/gp/profile/A3VNTSIZTS11MR,0.5625,0.55,10
35,A8CDITUWUY0P,B00BGO0Q9O,Amazon Customer,1405036800,I am very disappointed as I could never get my Fitbit Flex to properly charge. I contacted Fitbit Customer Service and they were slow in responding and only offered me troubleshooting suggestions. So I returned it. The good news is that Amazon's Customer Service was super fast and efficient.  Thumbs down Fitbit; Thumbs Up Amazon!,1,11.07.2014,"The good, the bad, and the defective.","Fitbit Flex Wireless Activity + Sleep Wristband, Black",92.85,http://ecx.images-amazon.com/images/I/21ukcP7LNVL._SX300_.jpg,Fitbit,,308,return customer_service replace,www.amazon.com/gp/profile/A8CDITUWUY0P,-0.029513889,0.578819444,55
